Freq.	Vx/Vy
1.43218789927353e+000	-1.21883580396562e-001  -1.36753331988731e-004 
1.43548943335364e+000	-1.21883580404626e-001  -1.37068580977297e-004 
1.43879857825583e+000	-1.21883580412727e-001  -1.37384556689833e-004 
1.44211535152486e+000	-1.21883580420868e-001  -1.37701260801620e-004 
1.44543977074592e+000	-1.21883580429049e-001  -1.38018694991786e-004 
1.44877185354475e+000	-1.21883580437264e-001  -1.38336860943336e-004 
1.45211161758773e+000	-1.21883580445515e-001  -1.38655760343157e-004 
1.45545908058195e+000	-1.21883580453806e-001  -1.38975394882021e-004 
1.45881426027534e+000	-1.21883580462135e-001  -1.39295766254597e-004 
1.46217717445671e+000	-1.21883580470507e-001  -1.39616876159462e-004 
1.46554784095590e+000	-1.21883580478909e-001  -1.39938726299113e-004 
1.46892627764385e+000	-1.21883580487359e-001  -1.40261318379960e-004 
1.47231250243271e+000	-1.21883580495838e-001  -1.40584654112361e-004 
1.47570653327588e+000	-1.21883580504364e-001  -1.40908735210604e-004 
1.47910838816819e+000	-1.21883580512922e-001  -1.41233563392939e-004 
1.48251808514594e+000	-1.21883580521528e-001  -1.41559140381575e-004 
1.48593564228699e+000	-1.21883580530169e-001  -1.41885467902683e-004 
1.48936107771090e+000	-1.21883580538852e-001  -1.42212547686420e-004 
1.49279440957898e+000	-1.21883580547574e-001  -1.42540381466934e-004 
1.49623565609442e+000	-1.21883580556333e-001  -1.42868970982365e-004 
1.49968483550236e+000	-1.21883580565139e-001  -1.43198317974858e-004 
1.50314196609001e+000	-1.21883580573980e-001  -1.43528424190588e-004 
1.50660706618673e+000	-1.21883580582869e-001  -1.43859291379736e-004 
1.51008015416413e+000	-1.21883580591790e-001  -1.44190921296533e-004 
1.51356124843619e+000	-1.21883580600757e-001  -1.44523315699241e-004 
1.51705036745932e+000	-1.21883580609768e-001  -1.44856476350186e-004 
1.52054752973248e+000	-1.21883580618816e-001  -1.45190405015756e-004 
1.52405275379728e+000	-1.21883580627906e-001  -1.45525103466404e-004 
1.52756605823806e+000	-1.21883580637040e-001  -1.45860573476666e-004 
1.53108746168202e+000	-1.21883580646218e-001  -1.46196816825176e-004 
1.53461698279928e+000	-1.21883580655432e-001  -1.46533835294657e-004 
1.53815464030302e+000	-1.21883580664693e-001  -1.46871630671949e-004 
1.54170045294954e+000	-1.21883580673995e-001  -1.47210204748016e-004 
1.54525443953840e+000	-1.21883580683340e-001  -1.47549559317934e-004 
1.54881661891247e+000	-1.21883580692728e-001  -1.47889696180932e-004 
1.55238700995807e+000	-1.21883580702164e-001  -1.48230617140381e-004 
1.55596563160506e+000	-1.21883580711638e-001  -1.48572324003814e-004 
1.55955250282694e+000	-1.21883580721157e-001  -1.48914818582923e-004 
1.56314764264094e+000	-1.21883580730722e-001  -1.49258102693579e-004 
1.56675107010813e+000	-1.21883580740329e-001  -1.49602178155841e-004 
1.57036280433354e+000	-1.21883580749982e-001  -1.49947046793963e-004 
1.57398286446620e+000	-1.21883580759680e-001  -1.50292710436407e-004 
1.57761126969933e+000	-1.21883580769418e-001  -1.50639170915845e-004 
1.58124803927037e+000	-1.21883580779204e-001  -1.50986430069177e-004 
1.58489319246110e+000	-1.21883580789041e-001  -1.51334489737534e-004 
1.58854674859776e+000	-1.21883580798916e-001  -1.51683351766296e-004 
1.59220872705115e+000	-1.21883580808839e-001  -1.52033018005093e-004 
1.59587914723672e+000	-1.21883580818808e-001  -1.52383490307824e-004 
1.59955802861465e+000	-1.21883580828820e-001  -1.52734770532656e-004 
1.60324539069002e+000	-1.21883580838881e-001  -1.53086860542040e-004 
1.60694125301286e+000	-1.21883580848987e-001  -1.53439762202727e-004 
1.61064563517825e+000	-1.21883580859140e-001  -1.53793477385766e-004 
1.61435855682647e+000	-1.21883580869342e-001  -1.54148007966510e-004 
1.61808003764305e+000	-1.21883580879586e-001  -1.54503355824657e-004 
1.62181009735891e+000	-1.21883580889884e-001  -1.54859522844220e-004 
1.62554875575047e+000	-1.21883580900224e-001  -1.55216510913564e-004 
1.62929603263970e+000	-1.21883580910614e-001  -1.55574321925402e-004 
1.63305194789432e+000	-1.21883580921053e-001  -1.55932957776810e-004 
1.63681652142779e+000	-1.21883580931541e-001  -1.56292420369246e-004 
1.64058977319952e+000	-1.21883580942078e-001  -1.56652711608542e-004 
1.64437172321491e+000	-1.21883580952658e-001  -1.57013833404925e-004 
1.64816239152549e+000	-1.21883580963292e-001  -1.57375787673027e-004 
1.65196179822900e+000	-1.21883580973972e-001  -1.57738576331898e-004 
1.65576996346951e+000	-1.21883580984702e-001  -1.58102201304999e-004 
1.65958690743754e+000	-1.21883580995481e-001  -1.58466664520239e-004 
1.66341265037015e+000	-1.21883581006313e-001  -1.58831967909965e-004 
1.66724721255104e+000	-1.21883581017189e-001  -1.59198113410982e-004 
1.67109061431069e+000	-1.21883581028118e-001  -1.59565102964549e-004 
1.67494287602642e+000	-1.21883581039103e-001  -1.59932938516418e-004 
1.67880401812254e+000	-1.21883581050131e-001  -1.60301622016811e-004 
1.68267406107045e+000	-1.21883581061212e-001  -1.60671155420451e-004 
1.68655302538872e+000	-1.21883581072347e-001  -1.61041540686567e-004 
1.69044093164324e+000	-1.21883581083531e-001  -1.61412779778910e-004 
1.69433780044731e+000	-1.21883581094765e-001  -1.61784874665743e-004 
1.69824365246172e+000	-1.21883581106052e-001  -1.62157827319889e-004 
1.70215850839493e+000	-1.21883581117399e-001  -1.62531639718692e-004 
1.70608238900310e+000	-1.21883581128787e-001  -1.62906313844083e-004 
1.71001531509027e+000	-1.21883581140234e-001  -1.63281851682533e-004 
1.71395730750840e+000	-1.21883581151734e-001  -1.63658255225113e-004 
1.71790838715757e+000	-1.21883581163285e-001  -1.64035526467480e-004 
1.72186857498599e+000	-1.21883581174889e-001  -1.64413667409882e-004 
1.72583789199018e+000	-1.21883581186544e-001  -1.64792680057190e-004 
1.72981635921508e+000	-1.21883581198257e-001  -1.65172566418887e-004 
1.73380399775412e+000	-1.21883581210026e-001  -1.65553328509097e-004 
1.73780082874935e+000	-1.21883581221844e-001  -1.65934968346581e-004 
1.74180687339159e+000	-1.21883581233721e-001  -1.66317487954753e-004 
1.74582215292048e+000	-1.21883581245650e-001  -1.66700889361696e-004 
1.74984668862464e+000	-1.21883581257630e-001  -1.67085174600170e-004 
1.75388050184174e+000	-1.21883581269671e-001  -1.67470345707608e-004 
1.75792361395867e+000	-1.21883581281769e-001  -1.67856404726157e-004 
1.76197604641161e+000	-1.21883581293916e-001  -1.68243353702661e-004 
1.76603782068614e+000	-1.21883581306129e-001  -1.68631194688683e-004 
1.77010895831740e+000	-1.21883581318387e-001  -1.69019929740522e-004 
1.77418948089014e+000	-1.21883581330710e-001  -1.69409560919208e-004 
1.77827941003890e+000	-1.21883581343089e-001  -1.69800090290527e-004 
1.78237876744807e+000	-1.21883581355519e-001  -1.70191519925031e-004 
1.78648757485203e+000	-1.21883581368011e-001  -1.70583851898037e-004 
1.79060585403527e+000	-1.21883581380562e-001  -1.70977088289651e-004 
1.79473362683250e+000	-1.21883581393167e-001  -1.71371231184774e-004 
1.79887091512876e+000	-1.21883581405834e-001  -1.71766282673112e-004 
1.80301774085955e+000	-1.21883581418556e-001  -1.72162244849189e-004 
1.80717412601090e+000	-1.21883581431336e-001  -1.72559119812361e-004 
1.81134009261958e+000	-1.21883581444181e-001  -1.72956909666811e-004 
1.81551566277311e+000	-1.21883581457085e-001  -1.73355616521584e-004 
1.81970085860996e+000	-1.21883581470047e-001  -1.73755242490589e-004 
1.82389570231961e+000	-1.21883581483068e-001  -1.74155789692598e-004 
1.82810021614272e+000	-1.21883581496148e-001  -1.74557260251276e-004 
1.83231442237119e+000	-1.21883581509288e-001  -1.74959656295181e-004 
1.83653834334832e+000	-1.21883581522490e-001  -1.75362979957772e-004 
1.84077200146893e+000	-1.21883581535750e-001  -1.75767233377436e-004 
1.84501541917945e+000	-1.21883581549076e-001  -1.76172418697478e-004 
1.84926861897805e+000	-1.21883581562458e-001  -1.76578538066153e-004 
1.85353162341479e+000	-1.21883581575905e-001  -1.76985593636668e-004 
1.85780445509167e+000	-1.21883581589412e-001  -1.77393587567191e-004 
1.86208713666284e+000	-1.21883581602984e-001  -1.77802522020863e-004 
1.86637969083464e+000	-1.21883581616618e-001  -1.78212399165817e-004 
1.87068214036577e+000	-1.21883581630313e-001  -1.78623221175177e-004 
1.87499450806739e+000	-1.21883581644075e-001  -1.79034990227083e-004 
1.87931681680324e+000	-1.21883581657896e-001  -1.79447708504689e-004 
1.88364908948977e+000	-1.21883581671781e-001  -1.79861378196194e-004 
1.88799134909627e+000	-1.21883581685735e-001  -1.80276001494828e-004 
1.89234361864495e+000	-1.21883581699752e-001  -1.80691580598883e-004 
1.89670592121112e+000	-1.21883581713834e-001  -1.81108117711720e-004 
1.90107827992327e+000	-1.21883581727976e-001  -1.81525615041775e-004 
1.90546071796322e+000	-1.21883581742189e-001  -1.81944074802580e-004 
1.90985325856621e+000	-1.21883581756461e-001  -1.82363499212767e-004 
1.91425592502106e+000	-1.21883581770805e-001  -1.82783890496080e-004 
1.91866874067026e+000	-1.21883581785213e-001  -1.83205250881399e-004 
1.92309172891013e+000	-1.21883581799689e-001  -1.83627582602723e-004 
1.92752491319091e+000	-1.21883581814234e-001  -1.84050887899217e-004 
1.93196831701690e+000	-1.21883581828843e-001  -1.84475169015209e-004 
1.93642196394658e+000	-1.21883581843520e-001  -1.84900428200193e-004 
1.94088587759275e+000	-1.21883581858266e-001  -1.85326667708846e-004 
1.94536008162263e+000	-1.21883581873075e-001  -1.85753889801051e-004 
1.94984459975802e+000	-1.21883581887958e-001  -1.86182096741899e-004 
1.95433945577537e+000	-1.21883581902909e-001  -1.86611290801701e-004 
1.95884467350596e+000	-1.21883581917921e-001  -1.87041474256000e-004 
1.96336027683602e+000	-1.21883581933010e-001  -1.87472649385580e-004 
1.96788628970682e+000	-1.21883581948170e-001  -1.87904818476495e-004 
1.97242273611482e+000	-1.21883581963396e-001  -1.88337983820067e-004 
1.97696964011183e+000	-1.21883581978695e-001  -1.88772147712884e-004 
1.98152702580507e+000	-1.21883581994060e-001  -1.89207312456848e-004 
1.98609491735734e+000	-1.21883582009502e-001  -1.89643480359154e-004 
1.99067333898716e+000	-1.21883582025013e-001  -1.90080653732329e-004 
1.99526231496885e+000	-1.21883582040593e-001  -1.90518834894214e-004 
1.99986186963271e+000	-1.21883582056248e-001  -1.90958026168006e-004 
2.00447202736513e+000	-1.21883582071970e-001  -1.91398229882253e-004 
2.00909281260870e+000	-1.21883582087768e-001  -1.91839448370871e-004 
2.01372424986236e+000	-1.21883582103644e-001  -1.92281683973160e-004 
2.01836636368153e+000	-1.21883582119587e-001  -1.92724939033802e-004 
2.02301917867824e+000	-1.21883582135603e-001  -1.93169215902896e-004 
2.02768271952125e+000	-1.21883582151696e-001  -1.93614516935954e-004 
2.03235701093619e+000	-1.21883582167865e-001  -1.94060844493921e-004 
2.03704207770569e+000	-1.21883582184104e-001  -1.94508200943172e-004 
2.04173794466950e+000	-1.21883582200421e-001  -1.94956588655552e-004 
2.04644463672464e+000	-1.21883582216814e-001  -1.95406010008369e-004 
2.05116217882553e+000	-1.21883582233279e-001  -1.95856467384412e-004 
2.05589059598411e+000	-1.21883582249824e-001  -1.96307963171951e-004 
2.06062991326997e+000	-1.21883582266443e-001  -1.96760499764787e-004 
2.06538015581050e+000	-1.21883582283136e-001  -1.97214079562214e-004 
2.07014134879101e+000	-1.21883582299912e-001  -1.97668704969069e-004 
2.07491351745488e+000	-1.21883582316760e-001  -1.98124378395732e-004 
2.07969668710366e+000	-1.21883582333688e-001  -1.98581102258132e-004 
2.08449088309726e+000	-1.21883582350696e-001  -1.99038878977786e-004 
2.08929613085401e+000	-1.21883582367779e-001  -1.99497710981769e-004 
2.09411245585086e+000	-1.21883582384949e-001  -1.99957600702770e-004 
2.09893988362349e+000	-1.21883582402192e-001  -2.00418550579073e-004 
2.10377843976644e+000	-1.21883582419511e-001  -2.00880563054593e-004 
2.10862814993326e+000	-1.21883582436917e-001  -2.01343640578871e-004 
2.11348903983661e+000	-1.21883582454402e-001  -2.01807785607103e-004 
2.11836113524847e+000	-1.21883582471963e-001  -2.02273000600134e-004 
2.12324446200018e+000	-1.21883582489607e-001  -2.02739288024489e-004 
2.12813904598268e+000	-1.21883582507332e-001  -2.03206650352379e-004 
2.13304491314654e+000	-1.21883582525139e-001  -2.03675090061709e-004 
2.13796208950220e+000	-1.21883582543034e-001  -2.04144609636106e-004 
2.14289060112002e+000	-1.21883582561003e-001  -2.04615211564916e-004 
2.14783047413050e+000	-1.21883582579065e-001  -2.05086898343215e-004 
2.15278173472434e+000	-1.21883582597204e-001  -2.05559672471847e-004 
2.15774440915263e+000	-1.21883582615426e-001  -2.06033536457412e-004 
2.16271852372698e+000	-1.21883582633734e-001  -2.06508492812291e-004 
2.16770410481966e+000	-1.21883582652122e-001  -2.06984544054653e-004 
2.17270117886371e+000	-1.21883582670595e-001  -2.07461692708471e-004 
2.17770977235312e+000	-1.21883582689157e-001  -2.07939941303548e-004 
2.18272991184296e+000	-1.21883582707809e-001  -2.08419292375508e-004 
2.18776162394952e+000	-1.21883582726538e-001  -2.08899748465814e-004 
2.19280493535041e+000	-1.21883582745358e-001  -2.09381312121811e-004 
2.19785987278479e+000	-1.21883582764266e-001  -2.09863985896689e-004 
2.20292646305342e+000	-1.21883582783259e-001  -2.10347772349541e-004 
2.20800473301886e+000	-1.21883582802341e-001  -2.10832674045362e-004 
2.21309470960560e+000	-1.21883582821510e-001  -2.11318693555040e-004 
2.21819641980018e+000	-1.21883582840767e-001  -2.11805833455411e-004 
2.22330989065136e+000	-1.21883582860117e-001  -2.12294096329237e-004 
2.22843514927026e+000	-1.21883582879556e-001  -2.12783484765243e-004 
2.23357222283049e+000	-1.21883582899082e-001  -2.13274001358116e-004 
2.23872113856830e+000	-1.21883582918699e-001  -2.13765648708527e-004 
2.24388192378273e+000	-1.21883582938408e-001  -2.14258429423140e-004 
2.24905460583574e+000	-1.21883582958204e-001  -2.14752346114633e-004 
2.25423921215239e+000	-1.21883582978093e-001  -2.15247401401698e-004 
2.25943577022094e+000	-1.21883582998070e-001  -2.15743597909076e-004 
2.26464430759302e+000	-1.21883583018141e-001  -2.16240938267545e-004 
2.26986485188378e+000	-1.21883583038308e-001  -2.16739425113958e-004 
2.27509743077203e+000	-1.21883583058568e-001  -2.17239061091239e-004 
2.28034207200038e+000	-1.21883583078920e-001  -2.17739848848409e-004 
2.28559880337539e+000	-1.21883583099370e-001  -2.18241791040596e-004 
2.29086765276773e+000	-1.21883583119912e-001  -2.18744890329050e-004 
2.29614864811232e+000	-1.21883583140548e-001  -2.19249149381154e-004 
2.30144181740847e+000	-1.21883583161281e-001  -2.19754570870433e-004 
2.30674718872003e+000	-1.21883583182105e-001  -2.20261157476589e-004 
2.31206479017555e+000	-1.21883583203025e-001  -2.20768911885487e-004 
2.31739464996844e+000	-1.21883583224042e-001  -2.21277836789195e-004 
2.32273679635706e+000	-1.21883583245162e-001  -2.21787934885982e-004 
2.32809125766496e+000	-1.21883583266375e-001  -2.22299208880332e-004 
2.33345806228096e+000	-1.21883583287691e-001  -2.22811661482979e-004 
2.33883723865931e+000	-1.21883583309097e-001  -2.23325295410888e-004 
2.34422881531988e+000	-1.21883583330607e-001  -2.23840113387296e-004 
2.34963282084826e+000	-1.21883583352219e-001  -2.24356118141722e-004 
2.35504928389597e+000	-1.21883583373926e-001  -2.24873312409963e-004 
2.36047823318053e+000	-1.21883583395731e-001  -2.25391698934139e-004 
2.36591969748571e+000	-1.21883583417640e-001  -2.25911280462682e-004 
2.37137370566161e+000	-1.21883583439649e-001  -2.26432059750358e-004 
2.37684028662483e+000	-1.21883583461766e-001  -2.26954039558293e-004 
2.38231946935864e+000	-1.21883583483979e-001  -2.27477222653966e-004 
2.38781128291313e+000	-1.21883583506292e-001  -2.28001611811251e-004 
2.39331575640534e+000	-1.21883583528715e-001  -2.28527209810397e-004 
2.39883291901944e+000	-1.21883583551236e-001  -2.29054019438079e-004 
2.40436280000689e+000	-1.21883583573859e-001  -2.29582043487381e-004 
2.40990542868655e+000	-1.21883583596593e-001  -2.30111284757847e-004 
2.41546083444489e+000	-1.21883583619431e-001  -2.30641746055452e-004 
2.42102904673613e+000	-1.21883583642367e-001  -2.31173430192654e-004 
2.42661009508237e+000	-1.21883583665419e-001  -2.31706339988381e-004 
2.43220400907377e+000	-1.21883583688573e-001  -2.32240478268080e-004 
2.43781081836870e+000	-1.21883583711833e-001  -2.32775847863691e-004 
